[2023-12-14T18:56:40.631+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:45.746+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:46.748+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:47.750+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:48.752+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:49.754+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:50.756+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:51.759+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:52.761+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:53.762+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:54.764+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:55.766+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:56.768+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:57.770+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:58.772+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:57:59.774+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:00.777+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:01.779+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:02.780+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:03.782+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:04.784+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:05.787+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:06.789+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:07.791+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:08.793+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:09.795+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:10.796+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:11.798+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:12.800+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:13.801+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:14.803+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:15.806+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:16.807+0000] {foobar_trigger.py:32} INFO - logging no file found, sleeping again
[2023-12-14T18:58:17.731+0000] {triggerer_job_runner.py:607} ERROR - Trigger cancelled; message=
